DATE,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DAY,MONTH
01/23/2015,US,543,N117UW,PHL,DFW,9:30:00 PM,10:41:00 PM,11,43,10:24:00 AM,231,254,202,1303,12:46:00 PM,9,12:21:00 PM,12:55:00 PM,34,Friday,Jan
01/29/2015,B6,1526,N249JB,BWI,BOS,5:52:00 PM,5:44:00 PM,-8,31,6:15:00 PM,82,107,71,369,7:26:00 PM,5,7:14:00 PM,7:31:00 PM,17,Thursday,Jan
01/03/2015,AA,1144,N3ARAA,DFW,LGA,1:35:00 PM,1:33:00 PM,-2,12,1:45:00 PM,195,190,173,1389,5:38:00 PM,5,5:50:00 PM,5:43:00 PM,-7,Saturday,Jan
01/04/2015,AS,730,N419AS,SEA,IAH,10:30:00 AM,10:31:00 AM,1,34,11:05:00 AM,252,256,216,1874,4:41:00 PM,6,4:42:00 PM,4:47:00 PM,5,Sunday,Jan
01/21/2015,MQ,3399,N643MQ,FSM,DFW,6:50:00 PM,6:40:00 PM,-10,9,6:49:00 PM,69,76,48,227,7:37:00 PM,19,7:59:00 PM,7:56:00 PM,-3,Wednesday,Jan
01/23/2015,AA,1377,N478AA,ABQ,DFW,12:15:00 PM,12:03:00 PM,-12,9,12:12:00 PM,99,102,83,569,2:35:00 PM,10,2:54:00 PM,2:45:00 PM,-9,Friday,Jan
01/21/2015,AA,392,N3JJAA,ORD,LGA,1:30:00 AM,1:30:00 AM,0,25,3:55:00 AM,120,126,94,733,10:29:00 AM,7,10:30:00 AM,10:36:00 AM,6,Wednesday,Jan
01/18/2015,DL,1443,N933DL,IAH,ATL,11:20:00 AM,11:15:00 AM,-5,8,11:23:00 AM,118,107,91,689,1:54:00 PM,8,2:18:00 PM,2:02:00 PM,-16,Sunday,Jan
01/25/2015,UA,437,N496UA,SFO,LAS,12:50:00 PM,12:42:00 PM,-8,18,1:00:00 PM,99,106,78,414,2:18:00 PM,10,2:29:00 PM,2:28:00 PM,-1,Sunday,Jan
01/01/2015,WN,371,N7813P,BWI,ROC,10:10:00 AM,10:05:00 AM,-5,7,10:12:00 AM,75,59,50,277,11:02:00 AM,2,11:25:00 AM,11:04:00 AM,-21,Thursday,Jan
02/06/2015,DL,1897,N345NW,ATL,BWI,7:05:00 PM,7:07:00 PM,2,15,7:22:00 PM,108,105,82,577,8:44:00 PM,8,8:53:00 PM,8:52:00 PM,-1,Friday,Feb
01/05/2015,MQ,3586,N806MQ,CMH,LGA,9:15:00 AM,10:07:00 AM,112,44,10:51:00 AM,105,127,74,479,12:05:00 PM,9,10:00:00 AM,12:14:00 PM,134,Monday,Jan
01/21/2015,HA,308,N485HA,HNL,KOA,7:02:00 PM,6:53:00 PM,-9,8,7:01:00 PM,43,44,31,163,7:32:00 PM,5,7:45:00 PM,7:37:00 PM,-8,Wednesday,Jan
01/31/2015,DL,2294,N533US,DTW,FLL,12:25:00 AM,12:22:00 AM,-3,11,1:33:00 AM,196,152,135,1127,10:48:00 PM,6,10:41:00 AM,11:54:00 PM,-47,Saturday,Jan
01/28/2015,AA,1073,N3HRAA,MIA,PHL,4:35:00 PM,4:34:00 PM,-1,9,4:43:00 PM,166,169,156,1013,7:19:00 PM,4,7:21:00 PM,7:23:00 PM,2,Wednesday,Jan
01/30/2015,B6,365,N586JB,SMF,LGB,1:56:00 PM,12:46:00 PM,-10,14,6:00:00 PM,78,76,58,387,11:58:00 PM,4,10:14:00 AM,10:02:00 AM,-12,Friday,Jan
01/26/2015,AA,2333,N3CBAA,TPA,DFW,10:57:00 AM,11:03:00 AM,6,15,11:18:00 AM,168,176,154,929,12:52:00 PM,7,12:45:00 PM,12:59:00 PM,14,Monday,Jan
01/28/2015,EV,2563,N901EV,CRP,DFW,7:15:00 PM,11:58:00 AM,163,37,12:35:00 PM,79,105,62,354,1:37:00 PM,6,10:34:00 AM,1:43:00 PM,189,Wednesday,Jan
02/03/2015,B6,1294,N317JB,MCO,HPN,8:30:00 PM,10:02:00 PM,92,12,10:14:00 PM,151,142,124,972,6:18:00 PM,6,11:01:00 PM,12:24:00 AM,83,Tuesday,Feb
01/24/2015,EV,5142,N614QX,SAT,MSP,1:30:00 AM,12:26:00 AM,-4,11,1:37:00 AM,169,166,148,1097,10:05:00 AM,7,10:19:00 AM,10:12:00 AM,-7,Saturday,Jan
01/12/2015,AA,117,N788AA,JFK,LAX,2:45:00 PM,3:41:00 PM,56,27,4:08:00 PM,399,367,334,2475,6:42:00 PM,6,6:24:00 PM,6:48:00 PM,24,Monday,Jan
01/30/2015,DL,1894,N368NW,SFO,CVG,10:00:00 PM,9:52:00 PM,-8,14,10:06:00 PM,263,248,229,2036,9:55:00 PM,5,4:23:00 AM,2:00:00 AM,-23,Friday,Jan
01/08/2015,AA,2207,N3GYAA,MIA,LAS,2:05:00 PM,1:58:00 PM,-7,14,2:12:00 PM,341,302,280,2174,3:52:00 PM,8,4:46:00 PM,4:00:00 PM,-46,Thursday,Jan
02/10/2015,UA,1760,N24202,TPA,CLE,11:25:00 AM,11:19:00 AM,-6,13,11:32:00 AM,151,149,131,927,1:43:00 PM,5,1:56:00 PM,1:48:00 PM,-8,Tuesday,Feb
01/08/2015,B6,1553,N537JB,FLL,SJU,4:44:00 PM,4:53:00 PM,9,12,5:05:00 PM,149,144,128,1046,8:13:00 PM,4,8:13:00 PM,8:17:00 PM,4,Thursday,Jan
01/04/2015,WN,4703,N7707C,SMF,SAN,12:25:00 PM,12:24:00 PM,-1,9,12:33:00 PM,85,77,64,480,1:37:00 PM,4,1:50:00 PM,1:41:00 PM,-9,Sunday,Jan
02/10/2015,UA,1653,N38454,IAD,SAN,10:26:00 AM,10:26:00 AM,0,25,1:51:00 PM,350,336,308,2253,10:59:00 AM,3,11:16:00 AM,11:02:00 AM,-14,Tuesday,Feb
02/07/2015,MQ,3054,N663MQ,CVG,JFK,12:50:00 PM,12:45:00 PM,-5,8,12:53:00 PM,121,103,91,589,2:24:00 PM,4,2:51:00 PM,2:28:00 PM,-23,Saturday,Feb
01/10/2015,WN,2743,N7720F,MDW,SAT,10:25:00 AM,10:24:00 AM,-1,8,10:32:00 AM,175,164,151,1036,1:03:00 PM,5,1:20:00 PM,1:08:00 PM,-12,Saturday,Jan
01/14/2015,EV,2542,N877AS,DFW,CRW,12:55:00 PM,4:57:00 PM,242,21,5:18:00 PM,129,145,120,946,8:18:00 PM,4,4:04:00 PM,8:22:00 PM,258,Wednesday,Jan
01/07/2015,WN,505,N784SW,PIT,HOU,4:45:00 PM,5:22:00 PM,37,7,5:29:00 PM,205,184,169,1131,7:18:00 PM,8,7:10:00 PM,7:26:00 PM,16,Wednesday,Jan
01/08/2015,UA,1230,N69835,IAH,MCO,10:22:00 AM,10:23:00 AM,1,12,10:35:00 AM,136,125,109,854,1:24:00 PM,4,1:38:00 PM,1:28:00 PM,-10,Thursday,Jan
02/11/2015,WN,2672,N949WN,DCA,IND,5:30:00 PM,5:20:00 PM,-10,22,5:42:00 PM,105,114,86,500,7:08:00 PM,6,7:15:00 PM,7:14:00 PM,-1,Wednesday,Feb
02/12/2015,WN,1031,N625SW,MCO,DAL,12:40:00 PM,12:48:00 PM,8,11,12:59:00 PM,180,170,155,973,2:34:00 PM,4,2:40:00 PM,2:38:00 PM,-2,Thursday,Feb
02/08/2015,WN,1600,N7723E,ELP,PHX,10:05:00 AM,10:00:00 AM,-5,11,10:11:00 AM,80,74,58,347,11:09:00 AM,5,11:25:00 AM,11:14:00 AM,-11,Sunday,Feb
01/19/2015,WN,818,N218WN,LAX,SMF,4:45:00 PM,4:40:00 PM,-5,4,4:44:00 PM,90,78,69,373,3:53:00 AM,5,9:15:00 AM,3:58:00 AM,-17,Monday,Jan
02/07/2015,AA,1462,N469AA,ONT,DFW,12:00:00 PM,7:52:00 AM,-8,18,1:10:00 PM,179,174,143,1188,10:33:00 AM,13,10:59:00 AM,10:46:00 AM,-13,Saturday,Feb
02/04/2015,DL,871,N968DL,JAN,ATL,11:15:00 PM,1:31:00 AM,16,17,2:48:00 AM,91,77,50,341,9:38:00 PM,10,10:46:00 PM,10:48:00 PM,2,Wednesday,Feb
02/11/2015,EV,2552,N877AS,DFW,BPT,9:20:00 PM,9:15:00 PM,-5,13,9:28:00 PM,66,58,42,270,10:10:00 PM,3,10:26:00 PM,10:13:00 PM,-13,Wednesday,Feb
01/21/2015,EV,5149,N936EV,ATL,XNA,4:43:00 PM,4:41:00 PM,-2,12,4:53:00 PM,120,115,98,589,5:31:00 PM,5,5:43:00 PM,5:36:00 PM,-7,Wednesday,Jan
01/25/2015,DL,1163,N959AT,ATL,JAN,10:49:00 AM,10:43:00 AM,-6,9,10:52:00 AM,86,70,57,341,10:49:00 AM,4,11:15:00 AM,10:53:00 AM,-22,Sunday,Jan
01/22/2015,WN,484,N265WN,SLC,PHX,10:05:00 PM,10:06:00 PM,1,16,10:22:00 PM,95,91,72,507,11:34:00 PM,3,11:40:00 PM,11:37:00 PM,-3,Thursday,Jan
01/16/2015,DL,2092,N555NW,ATL,PBI,11:00:00 AM,10:59:00 AM,-1,26,11:25:00 AM,112,109,80,545,12:45:00 PM,3,12:52:00 PM,12:48:00 PM,-4,Friday,Jan
01/21/2015,UA,1038,N12225,DEN,EWR,5:30:00 PM,6:03:00 PM,33,18,6:21:00 PM,218,203,178,1605,11:19:00 PM,7,11:08:00 PM,11:26:00 PM,18,Wednesday,Jan
01/11/2015,DL,1642,N999DN,CAK,ATL,5:40:00 PM,5:36:00 PM,-4,10,5:46:00 PM,119,110,91,528,7:17:00 PM,9,7:39:00 PM,7:26:00 PM,-13,Sunday,Jan
01/30/2015,DL,2206,N957DN,ATL,ORF,2:14:00 PM,2:11:00 PM,-3,18,2:29:00 PM,93,90,69,516,3:38:00 PM,3,3:47:00 PM,3:41:00 PM,-6,Friday,Jan
01/07/2015,OO,6240,N105SY,TUS,SFO,11:30:00 AM,11:31:00 AM,1,15,12:46:00 PM,148,127,104,751,9:30:00 PM,8,11:58:00 PM,9:38:00 PM,-20,Wednesday,Jan
01/27/2015,AA,2494,N3CEAA,MIA,SJU,11:05:00 AM,11:25:00 AM,20,13,11:38:00 AM,161,142,124,1045,2:42:00 PM,5,2:46:00 PM,2:47:00 PM,1,Tuesday,Jan
01/06/2015,DL,1977,N983DL,ORD,ATL,6:00:00 PM,6:32:00 PM,32,18,6:50:00 PM,122,102,78,606,9:08:00 PM,6,9:02:00 PM,9:14:00 PM,12,Tuesday,Jan
02/01/2015,WN,1929,N481WN,ATL,BWI,12:55:00 PM,12:55:00 PM,0,8,1:03:00 PM,105,88,75,577,2:18:00 PM,5,2:40:00 PM,2:23:00 PM,-17,Sunday,Feb
02/02/2015,WN,687,N771SA,HOU,BNA,7:50:00 PM,8:00:00 PM,10,16,8:16:00 PM,100,101,81,670,9:37:00 PM,4,9:30:00 PM,9:41:00 PM,11,Monday,Feb
01/25/2015,EV,5087,N860AS,MLU,ATL,11:33:00 AM,11:27:00 AM,-6,10,11:37:00 AM,87,77,60,448,1:37:00 PM,7,2:00:00 PM,1:44:00 PM,-16,Sunday,Jan
01/25/2015,DL,2476,N825DN,ATL,MSY,7:35:00 PM,7:34:00 PM,-1,25,7:59:00 PM,101,105,76,425,8:15:00 PM,4,8:16:00 PM,8:19:00 PM,3,Sunday,Jan
01/18/2015,WN,676,N251WN,PDX,SMF,6:55:00 PM,6:54:00 PM,-1,9,7:03:00 PM,85,82,69,479,8:12:00 PM,4,8:20:00 PM,8:16:00 PM,-4,Sunday,Jan
01/20/2015,WN,1172,N669SW,BWI,BDL,6:45:00 PM,6:59:00 PM,14,10,7:09:00 PM,65,67,51,283,8:00:00 PM,6,7:50:00 PM,8:06:00 PM,16,Tuesday,Jan
01/07/2015,US,1772,N912UY,LAS,CLT,11:59:00 AM,8:56:00 AM,-3,16,11:12:00 AM,243,232,210,1916,2:42:00 AM,6,8:02:00 AM,2:48:00 AM,-14,Wednesday,Jan
02/05/2015,WN,882,N745SW,LAS,DEN,3:50:00 AM,8:02:00 AM,12,15,9:17:00 AM,110,107,84,628,10:41:00 AM,8,10:40:00 AM,10:49:00 AM,9,Thursday,Feb
01/07/2015,EV,6035,N23139,DEN,DRO,2:19:00 PM,4:29:00 PM,130,11,4:40:00 PM,67,59,45,251,5:25:00 PM,3,3:26:00 PM,5:28:00 PM,122,Wednesday,Jan
01/16/2015,WN,4552,N616SW,BNA,MDW,7:55:00 PM,7:48:00 PM,-7,9,7:57:00 PM,95,94,63,395,9:00:00 PM,22,9:30:00 PM,9:22:00 PM,-8,Friday,Jan
01/18/2015,OO,5613,N980SW,SAN,SFO,1:15:00 PM,12:08:00 PM,-7,22,3:30:00 PM,102,100,70,447,2:40:00 AM,8,3:57:00 AM,2:48:00 AM,-9,Sunday,Jan
01/04/2015,UA,1298,N69838,DFW,DEN,8:12:00 PM,11:48:00 PM,216,10,11:58:00 PM,132,115,90,641,4:28:00 AM,15,9:24:00 PM,7:43:00 PM,199,Sunday,Jan
01/02/2015,WN,1155,N7726A,MDW,DEN,2:45:00 AM,2:43:00 AM,-2,16,3:59:00 AM,165,171,145,895,8:24:00 PM,10,9:30:00 PM,9:34:00 PM,4,Friday,Jan
02/08/2015,WN,50,N521SW,HOU,DAL,6:30:00 PM,6:25:00 PM,-5,10,6:35:00 PM,60,57,43,239,7:18:00 PM,4,7:30:00 PM,7:22:00 PM,-8,Sunday,Feb
01/24/2015,VX,936,N361VA,SFO,LAX,4:20:00 PM,4:16:00 PM,-4,9,4:25:00 PM,80,72,54,337,5:19:00 PM,9,5:40:00 PM,5:28:00 PM,-12,Saturday,Jan
01/08/2015,B6,1446,N354JB,CLT,BOS,6:32:00 PM,6:24:00 PM,-8,9,6:33:00 PM,122,112,97,728,8:10:00 PM,6,8:34:00 PM,8:16:00 PM,-18,Thursday,Jan
01/15/2015,US,1923,N803AW,MEM,CLT,1:35:00 AM,12:29:00 AM,-6,9,1:38:00 AM,99,89,72,511,11:50:00 PM,8,10:14:00 AM,11:58:00 PM,-16,Thursday,Jan
01/30/2015,AA,1255,N4XFAA,DFW,SJC,10:20:00 AM,10:21:00 AM,1,15,10:36:00 AM,229,212,194,1438,11:50:00 AM,3,12:09:00 PM,11:53:00 AM,-16,Friday,Jan
01/31/2015,EV,4730,N12195,ORD,DAY,1:10:00 PM,1:10:00 PM,0,19,1:29:00 PM,77,70,42,240,3:11:00 PM,9,3:27:00 PM,3:20:00 PM,-7,Saturday,Jan
01/30/2015,DL,2232,N917DE,CMH,ATL,6:20:00 PM,6:21:00 PM,1,16,6:37:00 PM,105,87,62,447,7:39:00 PM,9,8:05:00 PM,7:48:00 PM,-17,Friday,Jan
01/03/2015,B6,760,N228JB,PHL,BOS,8:35:00 PM,10:43:00 PM,128,13,10:56:00 PM,78,72,49,280,11:45:00 PM,10,9:53:00 PM,11:55:00 PM,122,Saturday,Jan
01/28/2015,AA,1331,N4XVAA,ORD,STL,8:20:00 PM,9:00:00 PM,40,17,9:17:00 PM,68,68,48,258,10:05:00 PM,3,9:28:00 PM,10:08:00 PM,40,Wednesday,Jan
01/01/2015,AA,70,N5BTAA,SAN,DFW,10:05:00 PM,5:59:00 PM,-6,22,12:21:00 AM,180,171,137,1171,11:38:00 AM,12,12:05:00 PM,11:50:00 AM,-15,Thursday,Jan
02/05/2015,OO,2615,N866AS,LAX,TUS,7:50:00 PM,9:24:00 PM,94,19,9:43:00 PM,80,88,64,451,11:47:00 PM,5,10:10:00 PM,11:52:00 PM,102,Thursday,Feb
01/09/2015,MQ,3095,N622MQ,DFW,ROW,5:25:00 PM,6:07:00 PM,42,9,6:16:00 PM,90,75,62,435,6:18:00 PM,4,5:55:00 PM,6:22:00 PM,27,Friday,Jan
02/02/2015,AA,1170,N3AMAA,DFW,LGA,6:50:00 PM,7:52:00 PM,62,15,8:07:00 PM,186,199,161,1389,11:48:00 PM,23,10:56:00 PM,11:11:00 AM,75,Monday,Feb
01/09/2015,OO,5375,N585SW,LAX,SBP,10:57:00 PM,10:47:00 PM,-10,13,11:00:00 PM,60,48,32,156,11:32:00 PM,3,11:57:00 PM,11:35:00 PM,-22,Friday,Jan
02/11/2015,MQ,3653,N611MQ,GSO,DFW,12:27:00 AM,12:22:00 AM,-5,23,2:45:00 AM,203,196,168,999,9:33:00 PM,5,11:50:00 PM,9:38:00 PM,-12,Wednesday,Feb
01/25/2015,MQ,2967,N690MQ,SAV,DFW,12:05:00 PM,12:01:00 PM,-4,11,12:12:00 PM,185,198,172,925,2:04:00 PM,15,2:10:00 PM,2:19:00 PM,9,Sunday,Jan
01/08/2015,DL,2266,N923DN,ATL,DEN,6:15:00 PM,6:48:00 PM,33,9,6:57:00 PM,214,194,175,1199,7:52:00 PM,10,7:49:00 PM,8:02:00 PM,13,Thursday,Jan
01/27/2015,US,536,N817AW,GEG,PHX,12:45:00 PM,11:34:00 AM,-11,24,1:58:00 PM,159,170,142,1020,12:20:00 PM,4,12:24:00 PM,12:24:00 PM,0,Tuesday,Jan
01/20/2015,EV,2526,N902EV,DFW,LAW,9:45:00 PM,9:38:00 PM,-7,13,9:51:00 PM,45,42,27,140,10:18:00 PM,2,10:30:00 PM,10:20:00 PM,-10,Tuesday,Jan
01/06/2015,MQ,3141,N655MQ,FWA,ORD,12:02:00 PM,10:27:00 AM,265,9,10:36:00 AM,68,57,34,157,10:10:00 AM,14,1:10:00 PM,10:24:00 AM,254,Tuesday,Jan
02/09/2015,US,821,N112US,DTW,CLT,9:15:00 AM,9:10:00 AM,-5,38,12:48:00 PM,119,133,75,500,10:03:00 AM,20,10:14:00 AM,10:23:00 AM,9,Monday,Feb
02/01/2015,NK,511,N510NK,DTW,LAS,11:17:00 AM,11:20:00 AM,3,54,12:14:00 PM,269,293,233,1749,1:07:00 PM,6,12:46:00 PM,1:13:00 PM,27,Sunday,Feb
02/11/2015,WN,260,N774SW,TPA,STL,4:35:00 PM,4:30:00 PM,-5,13,4:43:00 PM,150,139,122,869,5:45:00 PM,4,6:05:00 PM,5:49:00 PM,-16,Wednesday,Feb
01/23/2015,WN,529,N8643A,DCA,RSW,11:05:00 AM,11:02:00 AM,-3,11,11:13:00 AM,170,154,137,892,1:30:00 PM,6,1:55:00 PM,1:36:00 PM,-19,Friday,Jan
01/17/2015,MQ,3500,N523MQ,SYR,ORD,11:23:00 AM,11:21:00 AM,-2,9,11:30:00 AM,136,118,99,607,12:09:00 PM,10,12:39:00 PM,12:19:00 PM,-20,Saturday,Jan
01/13/2015,B6,108,N203JB,JFK,PWM,10:50:00 PM,10:46:00 PM,-4,14,11:00:00 PM,68,64,48,273,11:48:00 PM,2,11:58:00 PM,11:50:00 PM,-8,Tuesday,Jan
02/09/2015,WN,23,N438WN,HOU,EWR,1:40:00 PM,1:53:00 PM,13,12,2:05:00 PM,195,216,193,1411,6:18:00 PM,11,5:55:00 PM,6:29:00 PM,34,Monday,Feb
01/31/2015,WN,3127,N7706A,AUS,PHX,5:30:00 PM,5:31:00 PM,1,8,5:39:00 PM,155,141,129,872,6:48:00 PM,4,7:05:00 PM,6:52:00 PM,-13,Saturday,Jan
01/24/2015,UA,741,N453UA,ORD,SFO,10:49:00 PM,10:48:00 PM,-1,14,10:02:00 AM,287,258,238,1846,12:00:00 PM,6,12:36:00 PM,12:06:00 PM,-30,Saturday,Jan
01/01/2015,AS,671,N461AS,AUS,SEA,6:35:00 PM,6:34:00 PM,-1,24,6:58:00 PM,270,255,227,1770,8:45:00 PM,4,9:05:00 PM,8:49:00 PM,-16,Thursday,Jan
01/28/2015,EV,6023,N13118,ORD,OMA,10:45:00 PM,10:41:00 PM,-4,12,11:53:00 PM,95,79,64,416,10:57:00 AM,3,11:20:00 AM,11:00:00 AM,-20,Wednesday,Jan
02/02/2015,AS,679,N402AS,DEN,SEA,8:00:00 AM,3:55:00 AM,-5,18,9:13:00 AM,185,191,164,1024,11:57:00 PM,9,10:05:00 AM,10:06:00 AM,1,Monday,Feb
02/05/2015,WN,346,N227WN,BDL,ATL,6:45:00 AM,5:39:00 AM,-6,22,12:01:00 PM,175,172,141,859,10:22:00 AM,9,12:40:00 PM,11:31:00 AM,-9,Thursday,Feb
02/05/2015,US,558,N947UW,RDU,PHL,8:30:00 PM,8:23:00 PM,-7,9,8:32:00 PM,80,70,57,337,9:29:00 PM,4,9:50:00 PM,9:33:00 PM,-17,Thursday,Feb
02/02/2015,AA,1661,N631AA,MIA,DFW,10:55:00 AM,10:51:00 AM,-4,13,11:04:00 AM,202,192,173,1121,12:57:00 PM,6,1:17:00 PM,1:03:00 PM,-14,Monday,Feb
02/06/2015,US,1763,N722US,BNA,CLT,2:45:00 AM,1:38:00 AM,-7,31,8:09:00 AM,82,96,49,328,11:58:00 PM,16,10:07:00 AM,10:14:00 AM,7,Friday,Feb
01/03/2015,US,2061,N817AW,CLT,IAH,2:40:00 AM,1:34:00 AM,-6,29,8:03:00 AM,167,235,197,912,10:20:00 AM,9,8:27:00 PM,10:29:00 AM,62,Saturday,Jan
02/12/2015,HA,341,N477HA,ITO,HNL,8:27:00 PM,8:27:00 PM,0,10,9:37:00 PM,51,54,38,216,10:15:00 AM,6,10:18:00 AM,10:21:00 AM,3,Thursday,Feb
01/14/2015,NK,212,N510NK,STT,FLL,5:15:00 PM,5:31:00 PM,16,13,5:44:00 PM,184,174,156,1107,7:20:00 PM,5,7:19:00 PM,7:25:00 PM,6,Wednesday,Jan
01/19/2015,WN,334,N913WN,OAK,DEN,7:00:00 PM,6:59:00 PM,-1,7,7:06:00 PM,140,124,111,957,9:57:00 PM,6,10:20:00 PM,10:03:00 PM,-17,Monday,Jan
02/12/2015,US,683,N669AW,SJC,PHX,12:35:00 PM,12:25:00 PM,-10,13,12:38:00 PM,107,108,91,621,3:09:00 PM,4,3:22:00 PM,3:13:00 PM,-9,Thursday,Feb
01/15/2015,UA,776,N522UA,ORD,MCO,11:09:00 AM,11:04:00 AM,-5,18,11:22:00 AM,163,152,128,1005,2:30:00 PM,6,2:52:00 PM,2:36:00 PM,-16,Thursday,Jan
01/15/2015,DL,1375,N922DL,ATL,GSP,12:38:00 PM,12:33:00 PM,-5,28,1:01:00 PM,58,68,35,153,1:36:00 PM,5,1:36:00 PM,1:41:00 PM,5,Thursday,Jan
01/04/2015,DL,1283,N3740C,DEN,SLC,7:20:00 PM,7:14:00 PM,-6,15,7:29:00 PM,95,83,61,391,8:30:00 PM,7,8:55:00 PM,8:37:00 PM,-18,Sunday,Jan
01/13/2015,EV,5477,N612QX,DTW,ELM,10:00:00 AM,11:58:00 PM,-2,12,10:10:00 AM,71,60,45,332,10:55:00 AM,3,11:11:00 AM,10:58:00 AM,-13,Tuesday,Jan
01/19/2015,WN,486,N716SW,DEN,SJC,10:00:00 PM,5:56:00 PM,-4,10,10:06:00 PM,165,161,147,948,11:33:00 AM,4,12:45:00 PM,11:37:00 AM,-8,Monday,Jan
01/12/2015,F9,1068,N220FR,DEN,ORD,8:20:00 PM,10:48:00 PM,28,23,10:11:00 AM,140,147,119,888,1:10:00 PM,5,12:40:00 PM,1:15:00 PM,35,Monday,Jan
02/03/2015,WN,775,N8303R,PHX,TPA,10:05:00 AM,10:06:00 AM,1,22,10:28:00 AM,235,225,199,1788,3:47:00 PM,4,4:00:00 PM,3:51:00 PM,-9,Tuesday,Feb
02/03/2015,EV,4137,N18114,IAH,TUL,4:20:00 PM,4:50:00 PM,30,13,5:03:00 PM,90,78,62,429,6:05:00 PM,3,5:50:00 PM,6:08:00 PM,18,Tuesday,Feb
01/14/2015,OO,2629,N466SW,ELP,LAX,12:08:00 PM,11:59:00 AM,-9,9,12:08:00 PM,132,124,108,715,12:56:00 PM,7,1:20:00 PM,1:03:00 PM,-17,Wednesday,Jan
01/04/2015,AA,1360,N3HVAA,LAX,BNA,11:25:00 PM,11:20:00 PM,-5,16,11:36:00 PM,225,224,204,1797,2:00:00 AM,4,3:10:00 AM,2:04:00 AM,-6,Sunday,Jan
01/12/2015,WN,4631,N7746C,ATL,LGA,7:00:00 PM,8:06:00 PM,66,21,8:27:00 PM,125,125,93,762,10:00:00 PM,11,9:05:00 PM,10:11:00 PM,66,Monday,Jan
02/09/2015,WN,2295,N733SA,DEN,BWI,7:25:00 PM,7:25:00 PM,0,11,7:36:00 PM,195,181,166,1491,10:22:00 PM,4,4:40:00 PM,2:26:00 AM,-14,Monday,Feb
01/14/2015,OO,4548,N913EV,GRR,DTW,5:34:00 PM,5:25:00 PM,-9,13,5:38:00 PM,64,46,26,120,6:04:00 PM,7,6:38:00 PM,6:11:00 PM,-27,Wednesday,Jan
01/02/2015,WN,109,N8607M,CHS,BWI,11:15:00 PM,11:13:00 PM,-2,7,12:20:00 AM,110,83,63,472,10:23:00 AM,13,6:05:00 PM,11:36:00 AM,-29,Friday,Jan
01/15/2015,DL,2044,N934AT,IND,DTW,11:58:00 AM,11:52:00 AM,-6,11,12:03:00 PM,71,72,52,231,12:55:00 PM,9,1:09:00 PM,1:04:00 PM,-5,Thursday,Jan
02/08/2015,EV,4248,N22971,IAH,LFT,9:12:00 PM,9:08:00 PM,-4,16,9:24:00 PM,56,57,37,201,10:01:00 PM,4,10:08:00 PM,10:05:00 PM,-3,Sunday,Feb
02/10/2015,WN,1572,N483WN,LAX,SJC,1:10:00 PM,12:02:00 PM,-8,26,2:28:00 PM,75,79,49,308,11:17:00 PM,4,12:25:00 AM,12:21:00 AM,-4,Tuesday,Feb
01/18/2015,NK,624,N523NK,DEN,ORD,12:00:00 PM,7:53:00 AM,-7,11,12:04:00 PM,146,145,121,888,6:05:00 PM,13,8:26:00 PM,7:18:00 PM,-8,Sunday,Jan
01/25/2015,WN,4387,N355SW,LAX,OAK,9:15:00 PM,9:09:00 PM,-6,9,9:18:00 PM,75,64,50,337,10:08:00 PM,5,10:30:00 PM,10:13:00 PM,-17,Sunday,Jan
01/29/2015,US,1844,N170US,PHX,PHL,11:55:00 PM,10:25:00 AM,30,15,10:40:00 AM,270,242,220,2075,4:20:00 PM,7,4:25:00 PM,4:27:00 PM,2,Thursday,Jan
01/02/2015,AA,140,N631AA,SJU,MIA,11:29:00 AM,11:25:00 AM,-4,11,11:36:00 AM,166,158,140,1045,12:56:00 PM,7,1:15:00 PM,1:03:00 PM,-12,Friday,Jan
01/01/2015,UA,1704,N26226,IAH,MIA,7:23:00 PM,9:54:00 PM,151,14,10:08:00 PM,140,127,109,964,9:57:00 AM,4,10:43:00 PM,10:01:00 AM,138,Thursday,Jan
02/02/2015,DL,2044,N958AT,IND,DTW,11:58:00 AM,2:44:00 PM,166,9,2:53:00 PM,71,63,38,231,3:31:00 PM,16,1:09:00 PM,3:47:00 PM,158,Monday,Feb
02/11/2015,EV,5404,N861AS,ATL,BTR,4:11:00 PM,4:05:00 PM,-6,12,4:17:00 PM,102,89,73,448,4:30:00 PM,4,4:53:00 PM,4:34:00 PM,-19,Wednesday,Feb
02/09/2015,OO,7393,N494CA,SGU,SLC,7:18:00 PM,8:20:00 PM,2,12,9:32:00 PM,68,70,47,272,10:19:00 AM,11,10:26:00 AM,10:30:00 AM,4,Monday,Feb
01/28/2015,MQ,3613,N521MQ,ORD,ATL,10:00:00 AM,12:34:00 PM,154,13,12:47:00 PM,109,95,76,606,3:03:00 PM,6,12:49:00 PM,3:09:00 PM,140,Wednesday,Jan
