DATE,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DAY,MONTH
01/14/2015,EV,5521,N181PQ,MSP,AUS,7:10:00 PM,6:09:00 PM,-1,22,9:31:00 PM,183,173,148,1042,11:59:00 AM,3,12:13:00 PM,12:02:00 PM,-11,Wednesday,Jan
01/10/2015,DL,1940,N934AT,DSM,ATL,2:30:00 PM,2:28:00 PM,-2,11,2:39:00 PM,124,107,90,743,5:09:00 PM,6,5:34:00 PM,5:15:00 PM,-19,Saturday,Jan
02/10/2015,OO,4675,N433SW,BUR,SLC,4:31:00 PM,4:15:00 PM,-16,15,4:30:00 PM,114,116,96,574,7:06:00 PM,5,7:25:00 PM,7:11:00 PM,-14,Tuesday,Feb
01/28/2015,WN,392,N289CT,SNA,OAK,3:30:00 PM,7:15:00 PM,225,5,7:20:00 PM,80,67,56,371,8:16:00 PM,6,4:50:00 PM,8:22:00 PM,212,Wednesday,Jan
01/20/2015,EV,3262,N11526,TYR,IAH,10:00:00 PM,5:52:00 PM,-8,9,10:01:00 PM,63,60,44,163,2:45:00 AM,7,8:03:00 AM,3:52:00 AM,-11,Tuesday,Jan
02/03/2015,WN,4387,N368SW,LAS,LAX,7:30:00 PM,7:42:00 PM,12,20,8:02:00 PM,75,67,41,236,8:43:00 PM,6,8:45:00 PM,8:49:00 PM,4,Tuesday,Feb
01/18/2015,DL,55,N991DL,ATL,IAH,8:20:00 PM,7:18:00 PM,-2,12,9:30:00 PM,140,126,102,689,10:12:00 AM,12,10:40:00 AM,10:24:00 AM,-16,Sunday,Jan
01/21/2015,B6,624,N923JB,LAX,JFK,9:00:00 PM,9:05:00 PM,5,11,9:16:00 PM,307,324,301,2475,3:17:00 AM,12,2:07:00 AM,4:29:00 AM,22,Wednesday,Jan
01/13/2015,HA,509,N483HA,HNL,LIH,9:13:00 AM,9:10:00 AM,-3,10,10:20:00 AM,37,38,23,102,12:43:00 PM,5,1:50:00 PM,12:48:00 PM,-2,Tuesday,Jan
01/01/2015,B6,585,N267JB,ROC,JFK,4:35:00 PM,4:31:00 PM,-4,8,4:39:00 PM,85,70,56,264,5:35:00 PM,6,6:00:00 PM,5:41:00 PM,-19,Thursday,Jan
01/16/2015,WN,292,N457WN,LAX,ATL,12:35:00 PM,12:56:00 PM,21,11,1:07:00 PM,255,241,223,1947,7:50:00 PM,7,7:50:00 PM,7:57:00 PM,7,Friday,Jan
02/03/2015,WN,2416,N259WN,DCA,HOU,12:05:00 PM,12:04:00 PM,-1,9,12:13:00 PM,225,229,212,1218,2:45:00 PM,8,2:50:00 PM,2:53:00 PM,3,Tuesday,Feb
01/17/2015,AA,1183,N202AA,DFW,BNA,1:55:00 PM,1:52:00 PM,-3,14,6:06:00 PM,100,100,81,631,10:27:00 AM,5,10:35:00 AM,10:32:00 AM,-3,Saturday,Jan
01/06/2015,B6,71,N634JB,JFK,SLC,6:34:00 PM,7:13:00 PM,39,15,7:28:00 PM,318,329,311,1990,10:39:00 PM,3,9:52:00 PM,10:42:00 PM,50,Tuesday,Jan
02/04/2015,AA,2385,N4WNAA,JAX,DFW,12:23:00 PM,12:12:00 PM,-11,13,12:25:00 PM,172,164,140,918,1:45:00 PM,11,2:15:00 PM,1:56:00 PM,-19,Wednesday,Feb
02/07/2015,DL,1861,N893AT,ATL,LIT,2:20:00 PM,2:15:00 PM,-5,12,2:27:00 PM,102,80,64,453,2:31:00 PM,4,3:02:00 PM,2:35:00 PM,-27,Saturday,Feb
02/04/2015,OO,6465,N963SW,SLC,LAX,5:55:00 PM,5:53:00 PM,-2,24,11:17:00 PM,130,118,87,590,2:44:00 AM,7,8:05:00 AM,3:51:00 AM,-14,Wednesday,Feb
01/09/2015,B6,1041,N579JB,JFK,SAV,2:40:00 PM,3:43:00 PM,63,20,4:03:00 PM,141,140,116,718,5:59:00 PM,4,5:01:00 PM,6:03:00 PM,62,Friday,Jan
01/14/2015,OO,5421,N562SW,SBP,SFO,8:38:00 PM,8:44:00 PM,6,10,8:54:00 PM,67,51,39,190,9:33:00 PM,2,9:45:00 PM,9:35:00 PM,-10,Wednesday,Jan
02/04/2015,WN,686,N288WN,OAK,SNA,12:05:00 PM,12:00:00 PM,-5,16,1:16:00 PM,90,92,71,371,12:27:00 AM,5,1:35:00 AM,1:32:00 AM,-3,Wednesday,Feb
01/11/2015,WN,1640,N7702A,LAX,MCI,11:00:00 AM,10:58:00 AM,-2,12,11:10:00 AM,190,185,168,1363,3:58:00 PM,5,4:10:00 PM,4:03:00 PM,-7,Sunday,Jan
01/15/2015,DL,1807,N341NW,GSP,ATL,10:00:00 PM,5:58:00 PM,-2,11,10:09:00 PM,65,51,36,153,2:45:00 AM,4,8:05:00 AM,2:49:00 AM,-16,Thursday,Jan
01/01/2015,NK,906,N632NK,PHX,DEN,12:37:00 PM,1:03:00 PM,26,12,1:15:00 PM,104,96,80,602,2:35:00 PM,4,2:21:00 PM,2:39:00 PM,18,Thursday,Jan
01/05/2015,B6,1684,N592JB,MCO,JFK,5:37:00 PM,7:21:00 PM,104,27,7:48:00 PM,156,145,113,944,9:41:00 PM,5,8:13:00 PM,9:46:00 PM,93,Monday,Jan
01/01/2015,UA,1572,N39297,IAH,EWR,6:00:00 PM,6:02:00 PM,2,19,8:21:00 PM,206,192,165,1400,1:06:00 PM,8,1:26:00 PM,1:14:00 PM,-12,Thursday,Jan
01/31/2015,UA,347,N537UA,PHX,DEN,7:28:00 PM,7:28:00 PM,0,11,7:39:00 PM,105,97,82,602,9:01:00 PM,4,9:13:00 PM,9:05:00 PM,-8,Saturday,Jan
02/08/2015,F9,667,N923FR,DEN,SFO,9:25:00 PM,9:28:00 PM,3,26,9:54:00 PM,154,190,157,967,11:31:00 PM,7,10:59:00 PM,11:38:00 PM,39,Sunday,Feb
01/18/2015,WN,1968,N636WN,SAN,LAS,7:40:00 PM,7:49:00 PM,9,7,7:56:00 PM,70,58,43,258,8:39:00 PM,8,8:50:00 PM,8:47:00 PM,-3,Sunday,Jan
01/13/2015,US,1705,N121UW,PHL,PIT,4:10:00 PM,4:04:00 PM,-6,22,4:26:00 PM,79,82,56,268,5:22:00 PM,4,5:29:00 PM,5:26:00 PM,-3,Tuesday,Jan
01/11/2015,WN,648,N429WN,MCO,ORF,6:10:00 PM,6:16:00 PM,6,12,6:28:00 PM,105,105,89,655,7:57:00 PM,4,7:55:00 PM,8:01:00 PM,6,Sunday,Jan
01/15/2015,DL,1956,N908DE,ATL,ECP,4:20:00 PM,4:20:00 PM,0,18,4:38:00 PM,69,64,43,240,4:21:00 PM,3,4:29:00 PM,4:24:00 PM,-5,Thursday,Jan
01/08/2015,DL,1749,N316US,DTW,PHL,8:15:00 PM,8:28:00 PM,13,61,9:29:00 PM,104,133,67,453,10:36:00 PM,5,9:59:00 PM,10:41:00 PM,42,Thursday,Jan
01/25/2015,AS,730,N433AS,ANC,SEA,2:05:00 AM,9:55:00 PM,-10,7,2:02:00 AM,205,190,176,1448,1:58:00 PM,7,9:30:00 PM,6:05:00 PM,-25,Sunday,Jan
01/04/2015,EV,4691,N13908,DAY,EWR,10:15:00 AM,10:04:00 AM,-11,37,10:41:00 AM,110,122,78,533,11:59:00 AM,7,12:05:00 PM,12:06:00 PM,1,Sunday,Jan
01/27/2015,AS,602,N792AS,SEA,LAS,12:05:00 PM,7:53:00 AM,-12,14,12:07:00 PM,136,148,130,867,9:17:00 AM,4,10:21:00 AM,10:21:00 AM,0,Tuesday,Jan
01/11/2015,MQ,3479,N608MQ,AZO,ORD,11:21:00 AM,12:04:00 PM,43,6,12:10:00 PM,59,66,36,122,11:46:00 AM,24,11:20:00 AM,12:10:00 PM,50,Sunday,Jan
02/12/2015,WN,731,N750SA,LGA,STL,2:55:00 PM,3:13:00 PM,18,12,3:25:00 PM,185,148,131,888,4:36:00 PM,5,5:00:00 PM,4:41:00 PM,-19,Thursday,Feb
01/15/2015,MQ,3052,N663MQ,FNT,ORD,5:41:00 PM,5:36:00 PM,-5,10,5:46:00 PM,79,62,46,223,5:32:00 PM,6,6:00:00 PM,5:38:00 PM,-22,Thursday,Jan
01/01/2015,DL,1826,N532US,FLL,ATL,3:45:00 PM,3:44:00 PM,-1,16,4:00:00 PM,115,105,81,581,5:21:00 PM,8,5:40:00 PM,5:29:00 PM,-11,Thursday,Jan
01/04/2015,MQ,3259,N512MQ,DFW,MAF,4:00:00 PM,4:02:00 PM,2,41,4:43:00 PM,68,94,49,309,5:32:00 PM,4,5:08:00 PM,5:36:00 PM,28,Sunday,Jan
01/21/2015,AS,499,N614AS,SAN,SEA,3:30:00 PM,2:21:00 PM,-9,20,4:41:00 PM,180,189,166,1050,8:27:00 PM,3,9:30:00 PM,9:30:00 PM,0,Wednesday,Jan
01/02/2015,MQ,3055,N683MQ,GGG,DFW,5:50:00 PM,6:07:00 PM,17,12,6:19:00 PM,50,58,35,140,6:54:00 PM,11,6:40:00 PM,7:05:00 PM,25,Friday,Jan
01/14/2015,MQ,3681,N697MQ,FSM,DFW,12:05:00 PM,7:59:00 AM,-6,18,1:17:00 PM,68,69,45,227,10:02:00 PM,6,11:13:00 PM,10:08:00 PM,-5,Wednesday,Jan
01/13/2015,MQ,2950,N603MQ,RST,ORD,1:25:00 PM,2:19:00 PM,54,9,2:28:00 PM,76,80,48,268,3:16:00 PM,23,2:41:00 PM,3:39:00 PM,58,Tuesday,Jan
02/02/2015,WN,459,N260WN,TPA,ATL,3:50:00 PM,3:49:00 PM,-1,10,3:59:00 PM,100,86,68,406,5:07:00 PM,8,5:30:00 PM,5:15:00 PM,-15,Monday,Feb
02/04/2015,MQ,2939,N610MQ,FWA,DFW,12:33:00 PM,12:45:00 PM,12,26,1:11:00 PM,167,165,131,859,2:22:00 PM,8,2:20:00 PM,2:30:00 PM,10,Wednesday,Feb
01/15/2015,OO,4703,N824SK,SMF,LAX,6:13:00 PM,6:19:00 PM,6,12,6:31:00 PM,92,80,57,373,7:28:00 PM,11,7:45:00 PM,7:39:00 PM,-6,Thursday,Jan
01/08/2015,DL,1951,N663DN,ATL,MIA,1:40:00 PM,1:44:00 PM,4,13,1:57:00 PM,116,109,83,594,3:20:00 PM,13,3:36:00 PM,3:33:00 PM,-3,Thursday,Jan
01/18/2015,EV,4614,N12528,HOB,IAH,12:12:00 PM,12:10:00 PM,-2,8,12:18:00 PM,98,95,82,501,2:40:00 PM,5,2:50:00 PM,2:45:00 PM,-5,Sunday,Jan
01/22/2015,DL,1228,N926AT,ATL,JAN,12:15:00 PM,12:11:00 PM,-4,16,12:27:00 PM,81,78,59,341,12:26:00 PM,3,12:36:00 PM,12:29:00 PM,-7,Thursday,Jan
01/08/2015,OO,4974,N954SW,BIS,DEN,2:27:00 PM,2:21:00 PM,-6,28,4:49:00 PM,113,113,77,516,10:06:00 PM,8,12:20:00 AM,11:14:00 PM,-6,Thursday,Jan
01/12/2015,EV,5359,N855AS,MGM,ATL,5:55:00 PM,5:50:00 PM,-5,8,5:58:00 PM,55,52,30,147,10:28:00 AM,14,1:50:00 PM,12:42:00 PM,-8,Monday,Jan
01/05/2015,DL,1874,N907DA,ATL,MKE,4:12:00 PM,4:29:00 PM,17,21,4:50:00 PM,127,122,95,669,5:25:00 PM,6,5:19:00 PM,5:31:00 PM,12,Monday,Jan
01/06/2015,DL,2270,N908DA,MSP,PIT,1:20:00 PM,1:15:00 PM,-5,21,1:36:00 PM,118,111,83,726,3:59:00 PM,7,4:18:00 PM,4:06:00 PM,-12,Tuesday,Jan
01/05/2015,WN,35,N600WN,HOU,ATL,4:30:00 PM,4:40:00 PM,10,7,4:47:00 PM,115,110,90,696,7:17:00 PM,13,7:25:00 PM,7:30:00 PM,5,Monday,Jan
01/03/2015,OO,2638,N435SW,LAX,DEN,7:35:00 PM,7:33:00 PM,-2,18,7:51:00 PM,130,141,118,862,10:49:00 PM,5,10:45:00 PM,10:54:00 PM,9,Saturday,Jan
02/01/2015,WN,648,N786SW,MCO,ORF,6:10:00 PM,6:32:00 PM,22,5,6:37:00 PM,105,98,88,655,8:05:00 PM,5,7:55:00 PM,8:10:00 PM,15,Sunday,Feb
